,username,tweet_id,tweet_text,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,org
1128,mkyh2u,1693486714768281611,"อาจจะไม่ค่อยขำเท่าไหร่ แต่ขำก็ได้มั้ง

ฟุตบาททองหล่อ ช่วงสุขุมวิท 47-49 ชั้นกำลังโมโหมอไซมันขับบนทางเท้า ทั้งบีบแตร ทั้งมาจี้ตูดทั้งๆที่ก็เป็นที่คนเดินป่ะ

กำลังมอหออยู่เจอจักรยานปั่นสวนทาง ขับโคตรไว มอหอกว่าเดิมแม่งเอ้ย ละคนขับใส่ชุดแปลกมาก สรุปคือพี่นะโพลีแคท",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-08-21 4:54:30,2024-02-20 21:18:44,https://twitter.com/mkyh2u/status/1693486714768281611,,,[],
1129,Noolingcameback,1611242483543060481,ขนาดบ้านอยู่ทองหล่อ  แต่วันก่อนไปหลังสวนฟุตบาทพังแตกมากครับ กรุงเทพชั้นในรายล้อมด้วยห้าง โรงแรมห้าดาว สภาพเหมือนอยู่ในตรอกไกลๆ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-01-06 6:05:18,2024-02-20 21:18:44,https://twitter.com/Noolingcameback/status/1611242483543060481,,,[],
1130,kf97_,1637301750456811520,อย่างนครปฐมคือเลนรถมีอยุ่ 4 เลน ทั้ง 2 ข้างมีรถจอดริมฟุตบาท ก็คือวิ่งได้เลนเดียวทั้งคุ่ อิสัส แล้วบางทีเลี้ยวซ้ายผ่านตลอด กุไม่เคยได้เลี้ยวกุต้องติดไฟแดง เพราะรถจอดริมฟุตบาท อิควายแล้วจอดอยุ่ตรงป้ายเลี้ยวซ้ายผ่านตลอด มึงอ่านหนังสือมั้ย,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-03-19 3:55:31,2024-02-20 21:18:44,https://twitter.com/kf97_/status/1637301750456811520,,,[],
1131,Mirror_org,1721451919183610121,และรอยสักที่แผ่นหลังรูปยันต์ มีพลเมืองดีพบเห็นผู้ป่วยหมดสติ บริเวณถนนทางเดินไปแผนกฉุกเฉินโรงพยาบาลตากสิน ผู้ป่วยถูกนำส่งมารักษาที่โรงพยาบาลเจริญกรุงประชารักษ์ตามสิทธิบัตรประกันสุขภาพถ้วนหน้า เมื่อวันที่ 25 กันยายน 2566,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-11-06 8:58:15,2024-02-20 21:18:44,https://twitter.com/Mirror_org/status/1721451919183610121,,,[],
1132,wichunai_r,1706946620162752890,ให้กำลังใจเพิ่มอีกนิด วันนี้มานั่งทานข้าวในซอยหลัง รพ.ตากสิน ที่เมื่อ 2 วันก่อนฝนลงหนักแล้วมาท่วม แม่ค้าก็ไม่ได้บ่นอะไรนะแค่ว่าขึ้นมาเลยฟุตบาทเลยลุ้นว่าเข้าร้านมั้ย พอฝนซาสักพักน้ำก็ลง,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-09-27 8:19:22,2024-02-20 21:18:44,https://twitter.com/wichunai_r/status/1706946620162752890,,,[],
1133,renebambam_,1633436199603023872,นครปฐมขับน่ากัวจิง ถนนใหญ่หาจังหวะข้ามยาก ตอนเช้ารีบ ๆ ข้ามไปรรนี่เกือบขิตหลายรอบอยู่55555 วินก็ชอบพาแง้นขึ้นฟุตบาท พอหนีมารังสิต วินต่อคิวกันย้อนศร บิดแข่งกับรถทัวร์ คือ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-03-08 11:55:12,2024-02-20 21:18:44,https://twitter.com/renebambam_/status/1633436199603023872,,,[],
1134,matoki_fr,1700696291943325884,มันเรียบแค่แถวหน้าวังจริงๆนะ แค่ข้ามถนนถัดออกมาสภาพฟุตบาทก็กลับมาเน่าเหมือนเดิมแล้ว ท่าช้าง ท่าพระจันทร์ อยู่ติดกันแท้ๆ ขยายความเจริญมาหน่อยก็ไม่ได้,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-09-10 2:22:48,2024-02-20 21:18:44,https://twitter.com/matoki_fr/status/1700696291943325884,,,[],
1135,ShunjungR,1660188686536052737,แถวเส้นหน้าตลาดดินแดงประชาสงเคราะห์นี่เรียกถนนกระท่อมกัญได้เลย ขายเรียงกันเต็มฟุตบาท เขตใกล้โรงเรียนด้วยนะ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-05-21 7:40:02,2024-02-20 21:18:44,https://twitter.com/ShunjungR/status/1660188686536052737,,,[],
1136,yoktipp3,1671475608466128897,เห็นรถใหญ่ปีนขึ้นมาจอดบนฟุตบาท เขตเพิ่งทำพื้นแตกไปหลายแผ่น มอไซด์ก็วิ่งย้อนศรเกือบทุกคน สี่แยกท่าพระ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-06-21 11:10:14,2024-02-20 21:18:44,https://twitter.com/yoktipp3/status/1671475608466128897,,,[],
1137,SersTytmissmay,1671769673598386176,ก็ถ้าไม่อยากจ่ายค่าปรับ 2000 ก็หยุดเถอะ ทุกวันนี้เลิกงานเดินกลับบ้านจากพร้อมพงษ์ไปทองหล่อ ต้องเดินหลบให้คุณพรี่มอไซค์ได้ขับรถวิ่งบนฟุตบาทตลอด เดี๊ยนทนมานานละ ขอบคุณท่านชัชชาติค่ะ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-06-22 6:38:44,2024-02-20 21:18:44,https://twitter.com/SersTytmissmay/status/1671769673598386176,,,[],
1138,armupdate,1674655146167668737,"โอ้วว..  CNN เล่นเป็นข่าวใหญ่เขาเลย  หญิงไทยขาขาดถูกดูดเข้าไปในบันไดเลื่อนทางเดินในสนามบินนานาชาติที่กรุงเทพฯ ประเด็นคือจนท.ไม่สามารถอธิบายสาเหตุได้ 

สยองระดับโลกจริง นอกจาก CNN ตามมาด้วย Washington Post, แม้แต่",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-06-30 5:44:35,2024-02-20 21:23:00,https://twitter.com/armupdate/status/1674655146167668737,,,"['https://pbs.twimg.com/media/Fz2QlYfaIAAGuGw?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fz2QlYqagAAMlI0?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fz2QlYZaQAEzls_?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fz2QlYdaQAIFZcE?format=jpg&name=small']",
1139,PHETSIAM,1745258532361105591,ทางเท้าในซอยนานา เหม็นเหน่ามาก,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2024-01-11 1:37:14,2024-02-20 21:23:00,https://twitter.com/PHETSIAM/status/1745258532361105591,,,[],
1140,porporlees,1678374978365046784,กรุงเทพ = เมืองกินคน: ฝาท่อฟุตบาท สะพานบนหัว สิ่งก่อสร้างนานา,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-07-10 12:05:52,2024-02-20 21:23:00,https://twitter.com/porporlees/status/1678374978365046784,,,[],
1141,eric_sayompoo,1653649683590569985,"จังหวัดมหาสารคาม ได้รับการสนับสนุนงบประมาณจากกรมโยธาธิการและผังเมือง 100 ล้านบาท เพื่อก่อสร้างประตูเมือง , ปรับปรุงถนนนครสวรรค์พร้อมฟุตบาท 
รายละเอียดของเนื้องานในโครงการนี้ คือ
1.Pavement In-place Recycling Base ถนน 20 cm. ปริมาณ 40,776 ตร.ม.
2. เสริมผิวAsphaltic Concrete หนา 7…",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-05-03 6:36:22,2024-02-20 21:23:00,https://twitter.com/eric_sayompoo/status/1653649683590569985,,,['https://pbs.twimg.com/media/FvLxntMaQAETal2?format=jpg&name=small'],
1142,bongtao,1709563378975625238,บรรทัดทองในวันฝนตก flow การเดินของคนบนถนนจะหยุดสนิท ทั้งๆที่จริงๆเป็นห้องแถวที่มีชายคาต่อกันให้เดินได้ แต่ใต้ชายคาของหลายร้านก็กลายเป็นที่วางโต๊ะบนทางเท้าขวางทางเดิน คนที่ไม่มีร่มก็ต้องหามุมหลบฝนรอฝนหยุด แทนที่จะได้เดินหาร้านนั่งกินข้าว,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-10-04 13:37:26,2024-02-20 21:23:00,https://twitter.com/bongtao/status/1709563378975625238,,,[],
1143,Sirilapas_mfp,1719273359907942403,"[29/10/66] ประชุมทีมเสร็จวันนี้ หมิวได้ทำหนังสือเพื่อส่งถึงหน่วยงานต่างๆหลังจากที่เคยได้ประสานไปแล้วแต่อาจจะยังมีตกค้างทั้งหมด 4 เรื่อง 

 ⁃ ขอซ่อมแซมทางเดินริมคลองกะจะ 
 ⁃ ขอตีเส้นทางม้าล้ายต้นซอยรามคำแหง89/2
 ⁃ ติดไฟส่องสว่างบริเวณป้ายรถเมล์ซอยนวมินทร์47
 ⁃…",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-10-31 8:41:26,2024-02-20 21:23:00,https://twitter.com/Sirilapas_mfp/status/1719273359907942403,,,['https://pbs.twimg.com/media/F9wWAjRaAAA2ztL?format=jpg&name=small'],
1144,nomi_nee,1644506414856175618,นานา-อโศก สิ่งที่เจอทุกวัน ทางเท้าสกปรกมาก น่าจะทำความสะอาดแบบไม่ค่อยสะอาดแค่ 1 ครั้ง/สัปดาห์ ถังขยะล้น เน่า เหม็น จอดรถไม่มีระเบียบในซอย ตุ๊กๆแท็กซี่โก่งราคาไม่เปิดมิเตอร์ ร้านขายบุหรี่ไฟฟ้า กัญชา sex toy ตั้งโต๊ะขายริมทางเย้ยกฏหมาย พ่อค้าแม่ค้าต่างด้าว ผญ ขายบริการริมถนน #กทม,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-04-08 1:04:17,2024-02-20 21:23:00,https://twitter.com/nomi_nee/status/1644506414856175618,,,[],
1145,Kivkeaw,1709390258943803403,"ไปดูรร.นานาชาตินั้นมา ค่าเทอมเกือบสองแสนแต่อยู่ในตึกสูง ทางเดินคับแคบ น่าอึดอัด ไม่มีสนามหญ้าพื้นที่เปิดโล่งอะไรเลย การออกแบบสถานที่ที่ไม่ดีส่งผลต่อสุขภาพกายและของคนจริงๆ แบบที่เขาเรียกกันว่า Sick Architecture

สถานที่แบบโรงเรียนจำเป็นมีสถาปัตยกรรมที่ดีอย่างมาก ควรมีกฏหมายบังคับ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-10-04 2:09:31,2024-02-20 21:23:00,https://twitter.com/Kivkeaw/status/1709390258943803403,,,[],
1146,BhuntinNoumjerm,1699670419480166433,ปรึกษาหารือผ่านสภา ไปยังหน่วยงานที่เกี่ยวข้อง ประเด็น ต่างด้าวขายกัญชาบนทางเท้า ใน FoodTruck กีดขวางพื้นผิวจราจร สร้างความเดือดร้อนให้กับผู้สัญจรและผู้อยู่อาศัยโดยรอบ ย่านอโศกนานา รวมถึง taxi ป้ายดำ ที่ไม่มีทะเบียนรถสาธารณะ จ่ายส่วย จอดบริเวณที่ห้ามจอด ตลอดแนวถนนสุขุมวิท,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-09-07 6:26:21,2024-02-20 21:23:00,https://twitter.com/BhuntinNoumjerm/status/1699670419480166433,,,[],
1147,environmanth,1710873378373198268,"น้ำท่วมยังคงฆ่าคนต่อเนื่องอีกหลายเดือนแม้น้ำจะหายไปแล้วก็ตาม งานวิจัยใหม่จากนักวิทยาศาสตร์นานาชาติที่นำโดยศาสตราจารย์ หยูหมิง กั๋ว จากมหาวิทยาลัยโมนาชรายงานว่า ผู้ประสบภัยน้ำยังมีความเสี่ยงที่จะเสียชีวิตอยู่จากโรคหัวใจและระบบทางเดินหายใจหลังน้ำลด

ทีมวิจัยได้ศึกษาชุมชน 761 แห่งใน…",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-10-08 4:22:54,2024-02-20 21:23:00,https://twitter.com/environmanth/status/1710873378373198268,,,['https://pbs.twimg.com/media/F74-MAla4AAJ7vc?format=jpg&name=small'],
1148,suebsak1,1665575620913561603,มีคนไม่ทราบด้วยว่าเจ้าสิ่งนี้มันคือเครื่องกั้นจักรยานยนต์ไม่ให้ขึ้นไปวิ่งบนทางเท้า.. ประเด็นคือตัวอุปกรณ์น่ะมันกั้นได้ตามหน้าที่ของมัน แต่การติดตั้งทางขวาของภาพไม่แต่ใจว่าคงไม่ได้มีที่ว่างพอจนไปวิ่งผ่านช่องทางขวาได้ /จุดติดตั้งนี้อยู่ที่แถวๆ รร.นานาชาติแห่งนึง เขตวัฒนา,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-06-05 4:25:47,2024-02-20 21:23:00,https://twitter.com/suebsak1/status/1665575620913561603,,,['https://pbs.twimg.com/media/Fx1QMsnaYAAkn04?format=jpg&name=small'],
1149,kitti_dad,1657391278479544323,@js100radio ถนนบรมราชชนนีขาเข้า ก่อนถึงแยกบรมฯ ประมาณ 100 เมตร มี จนท. ปฏิบัติงานอยู่บนทางเท้า จอดรถชิดขอบทางซ้าย มีไฟแจ้งเตือนแต่ค่อนข้างใกล้ตัวรถ #โปรดระมัดระวัง,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-05-13 14:24:08,2024-02-20 21:23:00,https://twitter.com/kitti_dad/status/1657391278479544323,,,['https://pbs.twimg.com/media/FwA8lEMacAETy-k?format=jpg&name=small'],
1150,Fariza_XZYB,1675119902338977792,วันนี้มีโอกาสไปวังบางขุนพรหม ฟาถ่ายรูปได้แต่มุมแบบทางเดินมา ทำไมชอบไม่รู้ ดูลึกลับดีมั้ง,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-07-01 12:31:21,2024-02-20 21:23:00,https://twitter.com/Fariza_XZYB/status/1675119902338977792,,,"['https://pbs.twimg.com/media/Fz84pKHaYAEsd6p?format=jpg&name=small', 'https://pbs.twimg.com/media/Fz84pxEacAE14Td?format=jpg&name=small', 'https://pbs.twimg.com/media/Fz84qTZaYAAqGyt?format=jpg&name=small', 'https://pbs.twimg.com/media/Fz84q0QaMAIF-Qk?format=jpg&name=small']",
1151,bongtao,1727860198075970040,"อีกอย่างที่เปลี่ยนไปในบรรทัดทองคือ เริ่มมีรถเข็นมาตั้งขายอาหารบนฟุตบาทมากขึ้นเรื่อยๆ (แค่ที่ร้านห้องแถวตั้งโต๊ะเลยออกมาก็เยอะแล้ว) ส่วนใหญ่จะตั้งหน้าร้านที่ไม่ใช่ร้านอาหารซึ่งจะปิดตอนกลางคืน

ทางเดินฟุตบาทตอนนี้บางช่วงคือหายไปครึ่งนึง",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-11-24 1:22:27,2024-02-20 21:23:00,https://twitter.com/bongtao/status/1727860198075970040,,,['https://pbs.twimg.com/media/F_mOMkSawAAp0gW?format=jpg&name=small'],
1152,fewje_el,1697588466698313742,"ยาดมตราอินโน
ส่วนผสมของสมุนไพรธรรมชาตินานาชนิด⁣
Lemon Oil ต้านอักเสบเสริมภูมิคุ้มกัน บรรเทาอาการหวัด คัดจมูก
Peppermint Oil ลดการอักเสบในระบบทางเดินหายใจ คัดจมูก
Eucalyptus Oil หายใจโล่งสบายรู้สึกสดชื่น
Kaffir Lime Oil เพิ่มภูมิคุ้มกันระบบทางเดินหายใจ

#INNOBRANDxENGFA",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-09-01 12:33:24,2024-02-20 21:23:00,https://twitter.com/fewje_el/status/1697588466698313742,,,[],
